# Units: NA, NA, lat, lon, year, NA, NA, MW, kWh, mmbtu, metric tonne CO2
name,state,lat,lon,commissioning_year,prime_mover,primary_fuel,capacity,generation,fuel_consumption,emissions
Altavista Power Station,VA,37.118674,-79.273551,1992,ST,Biomass,71,0.0,3838808.387,419905.365
Southampton Power Station,VA,36.6525,-76.9953,1992,ST,Biomass,71,0.0,4087312.522,446937.682
Ogdensburg Power,NY,44.7258,-75.4417,1993,CT,Gas,97,0.0,0.0,0.0
Kenilworth Energy Facility,NJ,40.6781,-74.2744,1989,CT,Gas,28,130456000.0,1562487.4,0.0
Grayling Generating Station,MI,44.604921,-84.690578,1992,ST,Biomass,38,0.0,2666710.951,0.0
Deer Island Treatment Plant,MA,42.353333,-70.962778,1989,GT,Oil,83,6928000.0,115100.506,9342.401
Silver Bay Power,MN,47.286573,-91.260531,1955,ST,Coal,131,452250000.0,5791934.308,0.0
Archer Daniels Midland Decatur,IL,39.870074,-88.890756,1987,ST,Coal,335,0.0,10515223.934,0.0
Archer Daniels Midland Peoria,IL,40.677188,-89.604911,1934,GT,Gas,63,0.0,1789682.6609999998,0.0
Tate & Lyle Decatur Plant Cogen,IL,39.84919,-88.931944,1989,ST,Coal,64,0.0,5730195.83,0.0
Hazelton,PA,40.928161,-76.040929,1989,GT,Gas,171,4315000.0,59400.229,2595.433
Pittsfield Generating LP,MA,42.4564,-73.2181,1990,CT,Gas,173,125501000.0,1441672.72,86846.155
Linden Cogen Plant,NJ,40.6322,-74.2156,1992,CT,Gas,972,6771467000.0,46281685.744,2753656.739
Kline Township Cogen Facility,PA,40.873399,-75.993494,1989,ST,Coal,59,172657000.0,2429939.151,283941.023
Marcus Hook Refinery Cogen,PA,39.8103,-75.4281,1987,GT,Gas,50,166000.0,1951.016,0.0
Paris Energy Center,TX,33.6968,-95.5577,1989,CT,Gas,264,261361000.0,2193181.793,130338.194
Coalinga Cogeneration,CA,36.1807,-120.3885,1991,GT,Gas,38,0.0,0.0,0.0
Newgulf Cogen,TX,29.2639,-95.8997,1984,GT,Gas,113,5978000.0,66950.399,3978.598
Purdue University,IN,40.4172,-86.9122,1969,ST,Gas,41,0.0,4512268.797,0.0
Bucksport Generation LLC,ME,44.5738,-68.8046,1965,GT,Gas,297,7327000.0,80451.28899999999,4797.298
Archbald Power Station,PA,41.485,-75.5406,1988,GT,Gas,91,87388000.0,820201.506,48745.315
Luke Mill,MD,39.4736,-79.0569,1958,ST,Coal,65,0.0,0.0,586937.384
Bethpage Power Plant,NY,40.7469,-73.4994,1989,CT,Gas,238,738445000.0,5547313.631,329677.038
Packaging Corp of America,TN,35.0471,-88.2661,1985,ST,Biomass,72,0.0,612968.686,0.0
Cornell University Central Heat,NY,42.4428,-76.4764,1988,CT,Gas,38,0.0,1012033.298,0.0
Newark Bay Cogeneration Partnership LP,NJ,40.7197,-74.13,1993,CT,Gas,139,54437000.0,459916.122,27332.412
P H Glatfelter,PA,39.870935,-76.868117,1948,ST,Coal,107,0.0,5128377.501,0.0
Chester Operations,PA,39.843743,-75.358801,1986,ST,Oil,67,0.0,4568277.95,0.0
Indeck Silver Springs Energy Center,NY,42.6544,-78.0772,1991,CT,Gas,56,59433000.0,556089.875,33046.775
Indeck Oswego Energy Center,NY,43.471745,-76.493474,1990,CT,Gas,57,58688000.0,517962.7,30783.2
Indeck Yerkes Energy Center,NY,42.9671,-78.9182,1989,CT,Gas,59,52383000.0,502372.35,29853.725
Indeck Corinth Energy Center,NY,43.25,-73.8125,1995,CT,Gas,147,685000000.0,5479222.525,326133.85
Procter & Gamble Mehoopany Mill,PA,41.574259,-76.043233,1984,GT,Gas,119,379461000.0,4001387.574,0.0
"Covanta Niagara I, LLC",NY,43.0839,-79.0056,1980,ST,Waste,50,0.0,560061.475,18623.2
Georgia-Pacific Big Island,VA,37.534,-79.357,1920,ST,Biomass,7,0.0,445138.001,0.0
Tennessee Eastman Operations,TN,36.5219,-82.5431,1936,ST,Coal,190,0.0,17593153.937,0.0
Axiall Natrium Plant,WV,39.7475,-80.8547,1943,ST,Gas,122,0.0,8659443.525,513340.025
Bayonne Plant Holding LLC,NJ,40.655325,-74.112442,1988,CT,Gas,190,29269000.0,359596.776,21372.218
Capitol District Energy Center,CT,41.7639,-72.6925,1988,CT,Gas,69,53242000.0,458949.951,27455.552
Rosemary Power Station,NC,36.4517,-77.6594,1990,CT,Gas,180,101048000.0,1333557.3,79149.185
Oklahoma Cogeneration Project,OK,35.439722,-97.625,1989,CT,Gas,121,75346000.0,632997.668,0.0
Eagle Point Power Generation,NJ,39.8746,-75.1592,1990,CT,Gas,251,600975000.0,5258395.5600000005,312784.668
Westwood Generation LLC,PA,40.6191,-76.45,1987,ST,Coal,36,24132000.0,394420.071,46020.263
ExxonMobil Beaumont Refinery,TX,30.0636,-94.0753,1957,GT,Gas,696,6231547000.0,42005603.685,2494138.794
ExxonMobil Oil Joliet Refinery,IL,41.4167,-88.1833,1986,GT,Gas,39,63532000.0,0.0,0.0
JM Shafer Generating Station,CO,40.0986,-104.7736,1994,CT,Gas,394,383983000.0,3582752.0560000003,212924.801
Clairton Works,PA,40.3097,-79.8819,1955,ST,Gas,31,0.0,2074186.571,0.0
Mon Valley Works,PA,40.3925,-79.8564,1943,ST,Gas,52,0.0,3586007.061,0.0
Gary Works,IN,41.622426,-87.328936,1951,ST,Gas,231,0.0,11400255.684,0.0
Exeter Energy LP,CT,41.712448,-71.822251,1991,ST,Other,31,0.0,0.0,0.0
Sterling Power Plant,NY,43.080338,-75.600963,1991,CT,Gas,64,9753000.0,108551.173,6451.051
Panther Creek Energy Facility,PA,40.8556,-75.8781,1992,ST,Coal,94,0.0,1168314.493,0.0
Parlin Power Plant,NJ,40.460717,-74.327161,1991,CT,Gas,132,32141000.0,299293.055,17786.227
Florence Mill,SC,34.1497,-79.5606,1963,ST,Biomass,106,0.0,2905541.9000000004,0.0
Optim Energy Altura Cogen LLC,TX,29.8161,-95.10773,1985,CT,Gas,638,3046932000.0,36063873.345,2143214.387
TES Filer City Station,MI,44.217299,-86.28905,1990,ST,Coal,70,0.0,6787165.84,0.0
Elmwood Energy Holdings LLC,NJ,40.905337,-74.130448,1989,CT,Gas,83,4013000.0,38760.839,2303.306
Sargent Canyon Cogeneration,CA,35.9359,-120.8408,1991,GT,Gas,38,0.0,0.0,0.0
Salinas River Cogeneration,CA,35.9515,-120.8679,1991,GT,Gas,38,94020000.0,1235878.807,73445.891
Wheelabrator Frackville Energy,PA,40.782377,-76.176184,1988,ST,Coal,48,0.0,5912983.558,663965.501
Northampton Generating Company LP,PA,40.6917,-75.4792,1995,ST,Coal,134,264457000.0,2665293.538,316453.278
Covington Facility,VA,37.799722,-79.9947,1930,ST,Biomass,185,0.0,8423312.627,0.0
Hardee Power Station,FL,27.6364,-81.9636,1993,CT,Gas,466,11574000.0,151491.95,9003.039999999999
Sunnyside Cogen Associates,UT,39.5472,-110.3917,1993,ST,Coal,58,472542000.0,0.0,0.0
Bowater Newsprint Calhoun Operation,TN,35.2964,-84.7569,1954,ST,Biomass,63,0.0,103596.627,0.0
Bellmeade Power Station,VA,37.4964,-77.4317,1997,CT,Gas,330,180461000.0,1620142.097,96427.687
Scrubgrass Generating Plant,PA,41.2691,-79.8134,1993,ST,Coal,94,0.0,6985634.115,728829.28
Indiantown Cogeneration LP,FL,27.0389,-80.5125,1995,ST,Coal,395,0.0,1367270.551,138161.098
Carr Street Generating Station,NY,43.06132,-76.08239,1993,CT,Gas,121,67801000.0,719882.083,42782.095
Ocean State Power,RI,42.009722,-71.668909,1990,CT,Gas,252,343976000.0,4357476.41,260172.63
Mecklenburg Power Station,VA,36.6,-78.53,1992,ST,Coal,138,172834000.0,2076059.119,213003.427
Doswell Energy Center,VA,37.820805,-77.446246,1991,CT,Gas,939,4255587000.0,36965461.693,1433758.684
Dartmouth Power Associates LP,MA,41.6731,-70.9994,1992,CT,Gas,101,99007000.0,828765.473,49715.58
Nassau Energy Corp,NY,40.7264,-73.5892,1991,CT,Gas,55,306885000.0,3414422.749,202920.324
Sandow No 5,TX,30.5681,-97.0614,1953,ST,Coal,1024,4955143000.0,45668448.648,4970311.098
Elizabeth River Power Station,VA,36.775,-76.3083,1992,GT,Gas,387,96297000.0,1162409.2,73747.5
Texas City Power Plant,TX,29.378697,-94.943829,1987,CT,Gas,450,802970000.0,11019836.692,654893.315
Celanese Acetate LLC,VA,37.3439,-80.765,1942,ST,Gas,29,0.0,3722637.2,0.0
Philadelphia Refinery,PA,39.9058,-75.2122,1952,ST,Gas,30,0.0,9031472.101,0.0
Whiting Refinery,IN,41.6703,-87.4803,1928,ST,Gas,92,0.0,7082752.627,0.0
International Paper Prattville Mill,AL,32.4187,-86.4718,1967,ST,Biomass,89,0.0,6723253.445,0.0
West Point (PA),PA,40.220453,-75.301645,1972,GT,Gas,88,297964000.0,3904288.402,0.0
International Paper Eastover Facility,SC,33.8872,-80.6397,1984,ST,Biomass,109,0.0,779964.583,0.0
Riverbay,NY,40.869972,-73.824437,1969,GT,Gas,47,38027000.0,1072574.3,0.0
C R Wing Cogen Plant,TX,32.273178,-101.422386,1987,CT,Gas,229,73144000.0,663558.923,39433.484
Delaware City Plant,DE,39.5871,-75.6343,1956,GT,Gas,324,0.0,3155711.5870000003,187632.186
Rensselaer Cogen,NY,42.625325,-73.749955,1994,CT,Gas,88,6173000.0,55382.971000000005,3290.869
Roanoke Valley Energy Facility I,NC,36.4364,-77.6167,1994,ST,Coal,182,0.0,55679.512,5713.141
Lockport Energy Associates LP,NY,43.161947,-78.744971,1992,CT,Gas,219,108542000.0,1156478.817,68723.217
Pawtucket Power Associates,RI,41.861531,-71.406856,1990,CT,Gas,68,13996000.0,123120.501,7580.834
Indeck Olean Energy Center,NY,42.085944,-78.45425,1994,CT,Gas,90,86651000.0,766197.6,45535.025
Spruance Genco LLC,VA,37.4556,-77.4308,1992,ST,Coal,228,0.0,8743955.572,897126.81
International Paper Riverdale Mill,AL,32.426016,-86.870912,1967,ST,Biomass,103,112337000.0,1666927.507,0.0
Ticonderoga Mill,NY,43.891437,-73.396998,1970,ST,Biomass,42,0.0,3373384.451,0.0
Kennedy International Airport Cogen,NY,40.6417,-73.7778,1994,CT,Gas,171,550091000.0,5274667.319,313459.828
Fortistar North Tonawanda,NY,43.0483,-78.8539,1993,CT,Gas,55,8278000.0,96840.45,5755.6
Stony Brook Cogen Plant,NY,40.916833,-73.129056,1995,GT,Gas,47,311283000.0,3463388.226,205822.982
ArcelorMittal Warren,OH,41.2119,-80.8176,1934,ST,Gas,20,0.0,1795903.124,0.0
Stockton Biomass,CA,37.943633,-121.330433,1987,ST,Biomass,54,293726000.0,4474277.189,465913.936
Univ of NC Chapel Hill Cogen Facility,NC,35.9069,-79.0617,1991,ST,Coal,56,0.0,1067491.5,0.0
Birchwood Power,VA,38.2667,-77.3147,1996,ST,Coal,258,472210000.0,4524323.891,0.0
Ocean State Power II,RI,42.0099,-71.6701,1991,CT,Gas,252,362130000.0,5203728.405,311525.974
Orange Cogeneration Facility,FL,27.87082,-81.825061,1995,CT,Gas,136,500696000.0,3690608.799,219331.622
Cadillac Renewable Energy,MI,44.26169,-85.435224,1993,ST,Biomass,44,142269000.0,2541093.407,0.0
Quantum Pasco Power LP,FL,28.374622,-82.188887,1993,CT,Gas,142,116824000.0,1001209.127,59501.508
Mulberry Cogeneration Facility,FL,27.8489,-81.8775,1994,CT,Gas,125,453721000.0,3376622.0360000003,200665.801
Orlando Cogen LP,FL,28.442623,-81.412343,1993,CS,Gas,122,948676000.0,7279478.277,432610.884
Sumas Power Plant,WA,48.9905,-122.2733,1993,CT,Gas,124,182180000.0,2324953.158,138168.662
Ferndale Generating Station,WA,48.828996,-122.685114,1994,CT,Gas,283,523691000.0,6501614.62,386393.464
Sithe Independence Station,NY,43.495,-76.4511,1994,CT,Gas,1084,4294542000.0,30745773.856,1827176.195
Ingredion Incorporated,IL,41.7775,-87.8233,1991,ST,Coal,52,0.0,9054514.639,0.0
Saranac Facility,NY,44.7132,-73.4557,1994,CT,Gas,285,61284000.0,566894.487,33688.692
Tanner Street Generation,MA,42.632124,-71.313235,1992,CT,Gas,149,63680000.0,532086.807,32051.318
Massena Energy Facility,NY,44.9503,-74.8928,1992,CT,Gas,103,2990000.0,48053.786,2855.776
Batavia Power Plant,NY,42.9828,-78.1592,1992,CT,Gas,66,19767000.0,191026.975,11352.15
Pratt & Whitney,CT,41.748327,-72.636693,1992,GT,Gas,25,58999000.0,685862.89,40761.71
St Nicholas Cogen Project,PA,40.8222,-76.1736,1990,ST,Coal,99,0.0,9915657.42,1191986.142
Johnsonburg Mill,PA,41.491466,-78.675759,1993,ST,Biomass,54,0.0,1614952.487,0.0
NAEA Lakewood LLC,NJ,40.0613,-74.1686,1994,CT,Gas,235,640812000.0,7509003.204,447449.447
Yuma Cogeneration Associates,AZ,32.728822,-114.654053,1994,CT,Gas,62,14197000.0,134916.718,8017.94
Goal Line LP,CA,33.1185,-117.0995,1994,CT,Gas,51,24610000.0,204327.681,12143.83
Genesee Power Station LP,MI,43.08511,-83.669386,1995,ST,Biomass,39,97755000.0,1307023.3,0.0
Roanoke Valley Energy Facility II,NC,36.4364,-77.6167,1995,ST,Coal,57,0.0,10634.032,1091.245
Hermiston Generating Plant,OR,45.8042,-119.37,1996,CT,Gas,620,1727662000.0,13548416.249,805171.096
Live Oak Limited,CA,35.4837,-119.0298,1992,GT,Gas,46,25584000.0,256377.2,15230.375
Grays Ferry Cogeneration,PA,39.942219,-75.188069,1997,CT,Gas,192,820483000.0,12731513.915,623484.855
Mead Coated Board,AL,32.1761,-85.0272,1966,ST,Biomass,112,74056000.0,1437947.3050000002,0.0
Milford Power LP,MA,42.129361,-71.511496,1993,CT,Gas,230,164124000.0,1883200.965,111916.835
Johnson County,TX,32.3994,-97.4078,1996,CT,Gas,282,407252000.0,3254741.734,193424.137
Brandywine Power Facility,MD,38.6681,-76.8678,1996,CT,Gas,287,730964000.0,5702929.867,339189.676
Gordonsville Energy LP,VA,38.124688,-78.203543,1994,CT,Gas,300,230668000.0,1973036.313,117507.963
Sun Peak Generating Station,NV,36.1375,-115.0339,1991,GT,Gas,222,22636000.0,254320.287,15113.322
Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,42.360986,-71.093876,1995,GT,Gas,21,123880000.0,942173.633,0.0
Brooklyn Navy Yard Cogeneration,NY,40.699357,-73.976392,1996,CT,Gas,322,1605519000.0,18309812.011,1092138.727
Michigan Power LP,MI,43.9375,-86.425,1995,CT,Gas,138,1013394000.0,9176937.744,545370.412
LSP-Cottage Grove LP,MN,44.7956,-92.9119,1997,CT,Gas,283,214968000.0,2134056.007,126823.697
LSP-Whitewater LP,WI,42.855463,-88.72992,1997,CT,Gas,283,604212000.0,5230609.1680000005,310853.29
Sweeny Cogen Facility,TX,29.0728,-95.745,1997,GT,Gas,572,3164149000.0,51101054.379,3036906.918
Dighton Power Plant,MA,41.8312,-71.1239,1999,CS,Gas,200,672146000.0,5222142.545,310345.4
De Pere Energy Center,WI,44.44861,-88.07204,1999,GT,Gas,192,115255000.0,1295854.225,77011.898
Androscoggin Energy Center,ME,44.506315,-70.242312,1999,GT,Gas,162,207763000.0,2280264.383,136613.984
Rio Bravo,NM,35.026,-106.644,2000,GT,Gas,150,87277000.0,972859.886,57938.233
Mid-Georgia Cogeneration Facility,GA,32.4856,-83.6039,1997,CT,Gas,322,152413000.0,1216758.176,72708.591
Berkshire Power,MA,42.0476,-72.6478,1999,CS,Gas,289,400458000.0,2936766.941,174527.40000000002
Bridgeport Energy Project,CT,41.1692,-73.1844,1998,CT,Gas,520,2356550000.0,16857996.266,1001842.872
Cherokee County Cogen,SC,35.0727,-81.613,1998,CT,Gas,101,465503000.0,5623593.156,334200.596
Pasadena Cogeneration,TX,29.72475,-95.176479,1998,CT,Gas,815,4535165000.0,28335827.839,1683963.453
Tiverton Power Plant,RI,41.6422,-71.1706,2000,CT,Gas,544,1338126000.0,9340820.938,555110.089
Tenaska Georgia Generation Facility,GA,33.3516,-84.9996,2001,GT,Gas,1098,89612000.0,982222.05,58897.125
Tenaska Frontier Generation Station,TX,30.5924,-95.9178,2000,CT,Gas,939,2884103000.0,21031824.342,1249885.213
Batesville Generation Facility,MS,34.3356,-89.9275,2000,CT,Gas,1180,3233786000.0,25289586.337,1502928.609
Black Hawk Station,TX,35.6957,-101.36,1999,GT,Gas,369,2010140000.0,21384061.166,1280840.206
Mustang Station,TX,32.9728,-102.7417,1999,CT,Gas,520,1845414000.0,15231996.77,905215.127
Maine Independence Station,ME,44.8242,-68.7094,2000,CT,Gas,548,209040000.0,2479095.066,147329.296
Pine Bluff Energy Center,AR,34.2181,-91.9025,2001,CT,Gas,236,1731841000.0,12038244.177,715419.04
Red Hills Generating Facility,MS,33.3761,-89.2183,2001,ST,Coal,513,0.0,27604221.725,2987013.7
Desert Star Energy Center,NV,35.788889,-114.994167,2000,CT,Gas,536,1085200000.0,8249654.926,490263.782
Millennium Power,MA,42.112291,-72.015113,2001,CT,Gas,360,874463000.0,9432122.483,560533.587
Brownsville Peaking Power,TN,35.5438,-89.198,1999,GT,Gas,460,322811000.0,3730101.334,221673.993
Gregory Power Facility,TX,27.88929,-97.258417,2000,CT,Gas,432,0.0,0.0,0.0
Zeeland Generating Station,MI,42.8206,-85.9975,2001,CT,Gas,965,3308157000.0,24866764.813,1477800.257
Dearborn Industrial Generation,MI,42.3026,-83.154,1999,GT,Gas,760,2921387000.0,38319560.6,145269.225
Taft Cogeneration Facility,LA,29.9888,-90.4599,2002,CT,Gas,892,3670009000.0,43095360.671,2561073.824
Midlothian Energy Facility,TX,32.4302,-97.0537,2000,CS,Gas,1734,3336908000.0,25085835.071,1490811.878
Portside Energy,IN,41.6317,-87.1728,1997,GT,Gas,61,96299000.0,1475039.2,0.0
Lamar Power Project,TX,33.6308,-95.59,2000,CT,Gas,1112,5236802000.0,43033255.581,2557401.42
"Rumford Power, Inc",ME,44.5303,-70.5219,2000,CT,Gas,274,240289000.0,1764459.636,104858.51
Kalamazoo River Generating Station,MI,42.281345,-85.494956,1999,GT,Gas,73,6654000.0,84277.404,5008.118
Livingston Generating Station,MI,45.030397,-84.730795,1999,GT,Gas,168,6707000.0,90853.961,5400.027
Klamath Cogeneration Plant,OR,42.173889,-121.810556,2001,CT,Gas,500,2293358000.0,17023840.518,1007265.574
Sabine Cogen,TX,30.0444,-93.771389,2000,CT,Gas,105,584186000.0,7710795.823,458241.086
Rhode Island State Energy Center,RI,41.8017,-71.5186,2002,CT,Gas,596,2935248000.0,19894548.434,1182301.708
Rocky Road Power LLC,IL,42.0931,-88.2397,1999,GT,Gas,413,16645000.0,194523.439,11616.479
Madison,OH,39.4522,-84.4647,2000,GT,Gas,688,349382000.0,4348702.604,258441.112
Vermillion Energy Facility,IN,39.922328,-87.446358,2000,GT,Gas,688,64530000.0,788407.454,46855.021
Sutter Energy Center,CA,39.053139,-121.695873,2001,CT,Gas,636,0.0,0.0,0.0
Rockingham County CT Station,NC,36.3297,-79.8297,2000,GT,Gas,975,688911000.0,7157116.311,425935.798
RS Cogen,LA,30.221,-93.2992,2002,CT,Gas,493,2959290000.0,28112752.759,1670703.016
Magic Valley Generating Station,TX,26.3403,-98.19,2002,CT,Gas,801,3379863000.0,22750823.908,1352044.623
Griffith Energy LLC,AZ,35.054029,-114.133272,2002,CT,Gas,653,2009924000.0,14278217.242,848553.359
Milford Power Project,CT,41.224355,-73.099728,2004,CS,Gas,578,3081504000.0,21463179.405,1275528.97
Manchief Electric Generating Station,CO,40.217143,-103.68504,2000,GT,Gas,300,119217000.0,1241720.745,73793.901
Walton County Power LLC,GA,33.8148,-83.6954,2001,GT,Gas,492,256582000.0,2531947.364,150467.815
Desert Basin,AZ,32.9042,-111.7889,2001,CT,Gas,646,1074545000.0,8322901.019,494621.019
Kendall County Generation Facility,IL,41.4797,-88.2581,2002,CT,Gas,1256,6582177000.0,49442095.603,2938263.245
Tenaska Gateway Generating Station,TX,32.017826,-94.619743,2001,CT,Gas,939,2602590000.0,18701272.104,1111381.788
Alliant Energy Neenah,WI,44.1936,-88.5064,2000,GT,Gas,370,379632000.0,4054765.854,240969.146
Rio Nogales Power Project,TX,29.593056,-97.973215,2002,CT,Gas,940,2731922000.0,18953849.854,1126402.232
Walton Discover Power Facility,AL,32.54098,-85.038879,1999,GT,Gas,102,4320000.0,51139.055,0.0
Wolf Hollow I LP,TX,32.33422,-97.731686,2003,CT,Gas,786,2487450000.0,18744244.567,1113946.03
Hawk Road Facility,GA,33.358472,-84.991391,2001,GT,Gas,495,537714000.0,5873383.375,349044.652
Hays Energy Project,TX,29.7806,-97.9894,2002,CS,Gas,986,2950311000.0,21213185.227,1260671.766
Green Country Energy LLC,OK,35.9833,-95.9346,2002,CT,Gas,903,5027981000.0,36138297.072,2147645.144
Worthington Generation LLC,IN,39.0708,-87.0128,2000,GT,Gas,240,47454000.0,505132.071,30019.984
Lake Road Generating Plant,CT,41.872043,-71.895799,2002,CS,Gas,840,3092996000.0,36049541.591,2142229.046
La Paloma Generating Plant,CA,35.2956,-119.5919,2003,CS,Gas,1200,3079189000.0,21932105.604,1303401.329
Guadalupe Generating Station,TX,29.6244,-98.1419,2000,CT,Gas,1086,5156625000.0,40326870.761,2396571.496
Lost Pines 1 Power Project,TX,30.1478,-97.2714,2001,CT,Gas,608,1317448000.0,14745766.131,876322.741
Bluegrass Generating Station,KY,38.3902,-85.4133,2002,GT,Gas,624,86494000.0,919928.738,54670.251
Calcasieu,LA,30.1608,-93.345,2000,GT,Gas,358,370603000.0,3921163.705,233027.868
Broad River Energy Center,SC,35.0786,-81.575,2000,GT,Gas,985,421307000.0,4223192.84,251062.412
Bastrop Energy Center,TX,30.1458,-97.55,2002,CT,Gas,618,2171479000.0,15539719.744,923505.89
Granite Ridge,NH,42.9042,-71.4261,2003,CT,Gas,790,1839485000.0,19825181.001,1178182.209
Bosque County Peaking,TX,31.8594,-97.3586,2000,CT,Gas,807,3993516000.0,32178410.48,1912318.431
Acadia Energy Center,LA,30.428611,-92.413056,2002,CT,Gas,1388,5310581000.0,34865916.225,2072030.19
Eastman Cogeneration Facility,TX,32.4481,-94.6903,2001,CT,Gas,467,2106687000.0,20805003.974,1236379.298
South Point Energy Center,AZ,34.8678,-114.5317,2001,CT,Gas,708,0.0,0.0,0.0
Dogwood Energy Facility,MO,38.7931,-94.3006,2001,CT,Gas,630,1160668000.0,8630653.151,512910.079
Rathdrum Power LLC,ID,47.7858,-116.9203,2001,CT,Gas,301,1355731000.0,9471860.019,562896.575
Sunrise Power LLC,CA,35.2097,-119.585,2001,CT,Gas,604,3011950000.0,20351943.062,1209486.836
Nelson Energy Center,IL,41.774444,-89.607222,2015,CT,Gas,626,2279742000.0,15759736.877,936579.308
Channelview Cogeneration Plant,TX,29.836952,-95.121744,2001,CT,Gas,917,7693479000.0,53279792.048,3166341.895
Cordova Energy,IL,41.712216,-90.279679,2001,CT,Gas,611,82581000.0,565110.901,33584.462
Osceola (FL),FL,28.1289,-81.0978,2001,GT,Gas,600,0.0,0.0,0.0
Ontelaunee Energy Center,PA,40.4219,-75.9356,2002,CT,Gas,728,4345649000.0,29735616.385,1767155.706
Springdale 1 & 2,PA,40.546667,-79.768333,1999,GT,Gas,86,160568000.0,1504490.229,89408.901
Caledonia,MS,33.6464,-88.2717,2003,CT,Gas,801,4467276000.0,31381790.75,1864971.131
Riverside Generating LLC,KY,38.191661,-82.604586,2001,GT,Gas,1150,465392000.0,4700533.262,279345.249
Elwood Energy LLC,IL,41.4388,-88.1236,1999,GT,Gas,1728,376869000.0,4053579.253,240899.681
Arapahoe Combustion Turbine Project,CO,39.6692,-105.0018,2000,CT,Gas,193,203382000.0,1727254.72,102647.92
Gibson City Energy Center LLC,IL,40.4705,-88.3987,2000,GT,Gas,270,51093000.0,547799.612,32557.847
Pinckneyville,IL,38.1114,-89.3467,2000,GT,Gas,380,114380000.0,1037520.417,61661.547
Kinmundy,IL,38.7619,-89.0128,2001,GT,Gas,270,10181000.0,115376.362,6856.445999999999
Corpus Christi Energy Center,TX,27.8139,-97.4283,2002,CT,Gas,591,2845888000.0,23046647.855,1369630.387
Valmont Combustion Turbine Project,CO,40.0205,-105.2009,2000,GT,Gas,142,0.0,0.0,0.0
Afton Generating Station,NM,32.114185,-106.846483,2002,CT,Gas,464,430253000.0,3349061.125,199030.171
ANP Bellingham Energy Project,MA,42.110577,-71.453468,2002,CS,Gas,578,1323561000.0,13891467.494,825549.875
ANP Blackstone Energy Project,MA,42.059876,-71.515811,2001,CS,Gas,578,1365705000.0,14567277.512,865706.596
Odessa-Ector Power Plant,TX,31.8403,-102.3264,2001,CT,Gas,1152,4694488000.0,33515725.26,1991783.6
Morris Cogeneration LLC,IL,41.411944,-88.332778,1998,CT,Gas,211,601134000.0,7885575.755,0.0
Los Medanos Energy Center,CA,38.030071,-121.873004,2001,CT,Gas,676,3582182000.0,24221363.054,1439441.412
Hinds Energy Facility,MS,32.378969,-90.219906,2001,CT,Gas,550,3331615000.0,22475375.916,1335682.342
Attala,MS,33.0147,-89.6753,2001,CT,Gas,550,2298302000.0,16943680.507,1006940.763
Harry L. Oswald,AR,34.5923,-92.2166,2002,CT,Gas,599,329794000.0,2672049.612,158796.988
Lincoln Generating Facility,IL,41.393315,-87.943612,2000,GT,Gas,688,30686000.0,374799.833,22273.753
Ennis Power Company LLC,TX,32.32,-96.675,2002,CT,Gas,418,893272000.0,6587543.5030000005,391489.86
Wheatland Generating Facility,IN,38.6716,-87.2931,2000,GT,Gas,500,81676000.0,1061045.539,63058.728
Oneta Energy Center,OK,36.0119,-95.6967,2002,CT,Gas,1214,4462484000.0,32632611.549,1939306.464
Freestone Energy Center,TX,31.8907,-96.1131,2002,CT,Gas,1032,5500037000.0,38978298.845,2316422.177
Greenville Electric Generating Station,OH,40.075783,-84.615136,2000,GT,Gas,236,102508000.0,964637.9,56926.8
Montpelier Electric Generating Station,IN,40.6206,-85.3057,2001,GT,Gas,472,151808000.0,1526682.1,90515.9
Jack County,TX,33.101,-97.9574,2006,CT,Gas,1280,3372149000.0,23567101.14,1400568.51
Liberty Electric Power Plant,PA,39.8614,-75.3358,2002,CT,Gas,614,2672737000.0,30504089.376,1812822.727
Marshall Energy Facility,KY,37.0286,-88.3958,2002,GT,Gas,688,357573000.0,4167149.948,247878.969
Handsome Lake Energy LLC,PA,41.2908,-79.8061,2001,GT,Gas,290,196570000.0,2170869.8,128169.2
Audrain Generating Station,MO,39.3092,-91.5369,2001,GT,Gas,808,33540000.0,390906.707,23230.216
Lee Energy Facility,IL,41.8287,-89.4054,2001,GT,Gas,688,104047000.0,1262745.706,75042.677
Energy Shelby County,IL,39.2794,-88.4772,2000,GT,Gas,480,125180000.0,1150354.4,67875.5
NRG Rockford I,IL,42.238558,-89.101202,2000,GT,Gas,316,75787000.0,798226.326,47437.305
Red Oak Power LLC,NJ,40.448674,-74.348879,2002,CT,Gas,820,3541586000.0,38097626.461,2264078.798
Hog Bayou Energy Center,AL,30.7478,-88.0575,2001,CT,Gas,280,537452000.0,3919015.86,232901.002
Santa Rosa Energy Center,FL,30.5664,-87.115,2003,CT,Gas,274,926444000.0,6623171.477,393606.158
Astoria Gas Turbines,NY,40.787,-73.9048,1970,GT,Gas,651,59240000.0,436358.4,25980.0
Doyle Energy Facility,GA,33.837699,-83.699577,2000,GT,Gas,406,46622000.0,532224.654,31628.222
Tuscola Station,IL,39.798175,-88.349771,1953,ST,Gas,18,0.0,3340445.262,0.0
"Darby Power, LLC",OH,39.7139,-83.1778,2001,GT,Gas,564,155676000.0,1807687.2,106699.4
